"";"nhsn_code";"procedimiento_qx";"descripcion";"cie10"
"645";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7C0DZ"
"646";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7C0ZZ"
"647";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7C4DZ"
"648";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7C4ZZ"
"649";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7D0DZ"
"650";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7D0ZZ"
"651";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7D4DZ"
"652";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7D4ZZ"
"653";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7F0DZ"
"654";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7F0ZZ"
"655";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7F4DZ"
"656";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F7F4ZZ"
"657";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F8G0ZZ"
"658";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F8G4ZZ"
"659";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9000Z"
"660";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F900ZX"
"661";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F900ZZ"
"662";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9040Z"
"663";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F904ZX"
"664";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F904ZZ"
"665";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9100Z"
"666";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F910ZX"
"667";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F910ZZ"
"668";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9140Z"
"669";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F914ZX"
"670";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F914ZZ"
"671";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9200Z"
"672";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F920ZX"
"673";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F920ZZ"
"674";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9240Z"
"675";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F924ZX"
"676";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F924ZZ"
"677";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9500Z"
"678";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F950ZX"
"679";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F950ZZ"
"680";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9540Z"
"681";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F954ZX"
"682";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F954ZZ"
"683";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9600Z"
"684";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F960ZX"
"685";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F960ZZ"
"686";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9640Z"
"687";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F964ZX"
"688";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F964ZZ"
"689";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9700Z"
"690";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F970ZX"
"691";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F970ZZ"
"692";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9740Z"
"693";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F974ZX"
"694";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F974ZZ"
"695";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9800Z"
"696";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F980ZX"
"697";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F980ZZ"
"698";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9840Z"
"699";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F984ZX"
"700";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F984ZZ"
"701";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9900Z"
"702";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F990ZX"
"703";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F990ZZ"
"704";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9940Z"
"705";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F994ZX"
"706";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F994ZZ"
"707";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9C00Z"
"708";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9C0ZX"
"709";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9C0ZZ"
"710";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9C40Z"
"711";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9C4ZX"
"712";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9C4ZZ"
"713";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9D00Z"
"714";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9D0ZX"
"715";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9D0ZZ"
"716";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9D40Z"
"717";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9D4ZX"
"718";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9D4ZZ"
"719";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9F00Z"
"720";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9F0ZX"
"721";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9F0ZZ"
"722";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9F40Z"
"723";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9F4ZX"
"724";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9F4ZZ"
"725";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9G00Z"
"726";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9G0ZX"
"727";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9G0ZZ"
"728";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9G40Z"
"729";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9G4ZX"
"730";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0F9G4ZZ"
"731";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB00ZX"
"732";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB00ZZ"
"733";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB04ZX"
"734";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB04ZZ"
"735";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB10ZX"
"736";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB10ZZ"
"737";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB14ZX"
"738";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB14ZZ"
"739";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB20ZX"
"740";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB20ZZ"
"741";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB24ZX"
"742";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB24ZZ"
"743";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB50ZX"
"744";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB50ZZ"
"745";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB54ZX"
"746";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB54ZZ"
"747";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB60ZX"
"748";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB60ZZ"
"749";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB64ZX"
"750";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB64ZZ"
"751";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB70ZX"
"752";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB70ZZ"
"753";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB74ZX"
"754";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB74ZZ"
"755";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB80ZX"
"756";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB80ZZ"
"757";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB84ZX"
"758";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB84ZZ"
"759";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB90ZX"
"760";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB90ZZ"
"761";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB94ZX"
"762";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FB94ZZ"
"763";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FBC0ZX"
"764";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FBC0ZZ"
"765";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FBC4ZX"
"766";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FBC4ZZ"
"767";"BILI";"Cirugía de vías biliares, hígado o páncreas";"Escisión de las vías biliares o intervenciones en conductos biliares, hígado o páncreas (no incluye intervenciones sobre la vesícula biliar únicamente, p.e.: colecistectomía)";"0FBD0ZX"
