n;nhsn_code;procedimiento_qx;descripcion;cie9
162;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.03
163;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.04
164;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.10
165;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.11
166;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.13
167;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.14
168;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.43
169;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.52
170;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.75
171;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.76
172;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.94
173;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.12
174;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.14
175;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.21-01.25
176;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.28
177;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.31
178;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.32
179;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.39
180;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.41
181;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.42
182;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.51-01.53
183;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.59
184;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;02.11-02.14
185;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;02.91-02.93
186;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.51-07.54
187;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.59
188;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.61-07.65
189;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.68
190;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.69
191;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.71
192;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.72
193;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.79
194;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.01
195;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.11
196;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.31
197;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.41
198;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.51
199;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.61
200;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.81
201;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;39.28
202;CSEC;Cesárea;Parto por cesárea;74.0
203;CSEC;Cesárea;Parto por cesárea;74.1
204;CSEC;Cesárea;Parto por cesárea;74.2
205;CSEC;Cesárea;Parto por cesárea;74.4
206;CSEC;Cesárea;Parto por cesárea;74.91
207;CSEC;Cesárea;Parto por cesárea;74.99
208;FUSN;Fusión vertebral;Inmovilización de la columna vertebral;81.00-81.08
209;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.21
210;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.22
211;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.25
212;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.26
213;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.31
214;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.32
215;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.35
216;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.36
217;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.51
218;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.52
219;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.55
220;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.56
221;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.0
222;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.42
223;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.49
224;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.5
225;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.6
226;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.7
227;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.81
228;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.89
229;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.91
230;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.99
231;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.15
232;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.21
233;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.29
234;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.31
235;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.38-44.42
236;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.49
237;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.5
238;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.61-44.65
239;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.68-44.69
240;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.95-44.98
241;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;17.11-17.13
242;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;17.21-17.24
243;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.00-53.05
244;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.10-53.17
245;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.21
246;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.29
247;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.31
248;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.39
249;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.41-53.43
250;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.49
251;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.51
252;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.59
253;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.61-53.63
254;HER;Herniorrafia;Reparación de hernia inguinal, femoral, umbilical o de la pared abdominal anterior. No incluye la reparación de hernia diafragmática o hiatal, o hernias de otralocalización;53.69
255;HPRO;Prótesis de cadera;Artroplastia de cadera;00.70-00.73
256;HPRO;Prótesis de cadera;Artroplastia de cadera;00.85-00.87
257;HPRO;Prótesis de cadera;Artroplastia de cadera;81.51-81.53
258;HTP;Trasplante cardiaco;Trasplante del corazón;37.51-37.55
259;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.31
260;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.39
261;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.41
262;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.49
263;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.61
264;HYST;Histerectomía abdominal;Extirpación del útero a través de una incisiónabdominal;68.69
265;KPRO;Prótesis de rodilla;Artroplastia de rodilla;00.80-00.84
266;KPRO;Prótesis de rodilla;Artroplastia de rodilla;81.54
267;KPRO;Prótesis de rodilla;Artroplastia de rodilla;81.55
268;KTP;Trasplante renal;Trasplante de riñón;55.61
269;KTP;Trasplante renal;Trasplante de riñón;55.69
270;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;03.01
271;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;03.02
272;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;03.09
273;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;80.50
274;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;80.51
275;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;80.53
276;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;80.54
277;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;80.59
278;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.60-84.69
279;LAM;Laminectomía;Exploración o descompresión de la columna vertebral mediante la escisión o la incisión en las vértebras;84.80-84.85
280;LTP;Trasplante hepático;Trasplante de hígado;50.51
281;LTP;Trasplante hepático;Trasplante de hígado;50.59
282;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.1
283;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.21
284;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.22
285;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.29
286;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.3
287;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;30.4
288;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;31.45
289;NECK;Cirugía del cuello;Escisión mayor o incisión de la laringe y disección radical del cuello. No incluye cirugía del tiroides o paratiroides;40.40-40.42
290;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.01-55.02
291;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.11
292;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.12
293;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.24
294;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.31
295;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.32
296;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.34
297;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.35
298;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.39
299;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.4
300;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.51
301;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.52
302;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.54
303;NEPH;Cirugía renal;Resección o manipulación del riñón con o sin extirpación de estructuras relacionadas;55.91
304;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.01
305;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.09
306;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.12
307;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.13
308;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.2165.25
309;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.29
310;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.31
311;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.39
312;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.41
313;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.49
314;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.51-65.54
315;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.61-65.64
316;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.71-65.76
317;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.79
318;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.81
319;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.89
320;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.92-65.95
321;OVRY;Cirugía ovárica;Operaciones sobre los ovarios y estructuras relacionadas;65.99
322;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;00.50-00.54
323;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;17.51
324;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;17.52
325;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.70-37.77
326;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.79-37.83
327;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.85-37.87
328;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.89
329;PACE;Cirugía de marcapasos;Inserción, manipulación o recambio de marcapasos;37.94-37.99
330;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.12
331;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.3
332;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.4
333;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.5
334;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.61
335;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.62
336;PRST;Cirugía prostática;Escisión prostática suprapúbica, retropúbica, radical o perineal. No incluye la reseccióntransuretral;60.69
337;PVBY;Cirugía arterial periférica de “bypass”;Intervenciones de “bypass” en arterias periféricas;39.29
338;REC;Cirugía rectal;Operaciones sobre el recto;48.25
339;REC;Cirugía rectal;Operaciones sobre el recto;48.35
340;REC;Cirugía rectal;Operaciones sobre el recto;48.40
341;REC;Cirugía rectal;Operaciones sobre el recto;48.42
342;REC;Cirugía rectal;Operaciones sobre el recto;48.43
343;REC;Cirugía rectal;Operaciones sobre el recto;48.49-48.52
344;REC;Cirugía rectal;Operaciones sobre el recto;48.59
345;REC;Cirugía rectal;Operaciones sobre el recto;48.61-48.65
346;REC;Cirugía rectal;Operaciones sobre el recto;48.69
347;REC;Cirugía rectal;Operaciones sobre el recto;48.74
348;RFUSN;Refusiónvertebral;Fusión devértebras;81.30-81.39
349;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.01
350;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.02
351;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.15
352;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.31-45.34
353;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.51
354;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.61-45.63
355;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;45.91
356;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.01
357;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.02
358;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.20-46.24
359;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.31
360;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.39
361;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.41
362;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.51
363;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.71
364;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.72
365;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.73
366;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.74
367;SB;Cirugía del intestino delgado;Incisión o resección del intestino delgado. No incluye la anastomosis entre intestino delgado y grueso;46.93
368;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.2
369;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.33
370;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.41
371;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.42
372;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.43
373;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.5
374;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.93
375;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.95
376;SPLE;Cirugía esplénica;Resección o manipulación del bazo;41.99
377;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.09
378;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.1
379;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.20
380;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.21
381;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.22
382;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.23
383;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.25
384;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.26
385;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.29
386;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.30
387;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.39
388;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.41
389;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.49
390;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.50
391;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.59
392;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.6
393;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";32.9
394;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.0
395;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.1
396;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.20
397;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.25
