n;nhsn_code;procedimiento_qx;descripcion;cie9
158;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.61
159;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.62
160;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.63
161;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.70
162;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.71
163;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.72
164;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.73
165;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.81
166;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.82
167;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.83
168;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.84
169;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.91
170;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.92
171;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.93
172;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.94
173;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.95
174;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.98
175;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;35.99
176;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;37.10
177;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;37.11
178;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;37.24
179;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;37.31
180;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;37.32
181;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;37.33
182;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;37.35
183;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;37.36
184;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;37.41
185;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;37.49
186;CARD;Cirugía cardiaca;Procedimientos en las válvulas o septo del corazón. No incluye el injerto de “bypass” de arteria coronaria, la cirugía de los grandes vasos, trasplante cardiaco, o la implantación de marcapasos;37.60
187;CEA;Endarterectomía carotidea;Endarterectomía de los vasos de la cabeza y cuello (incluye la arteriacarótida y la vena yugular);38.12
188;CBGB;Injerto de “bypass” de arteria coronaria con incisiones en el tórax y en el lugar de donación del injerto;"Cirugía torácica para realizar revascularización directa del corazón; incluye la obtención del injerto venoso del lugar de donación";36.10
189;CBGB;Injerto de “bypass” de arteria coronaria con incisiones en el tórax y en el lugar de donación del injerto;"Cirugía torácica para realizar revascularización directa del corazón; incluye la obtención del injerto venoso del lugar de donación";36.11
190;CBGB;Injerto de “bypass” de arteria coronaria con incisiones en el tórax y en el lugar de donación del injerto;"Cirugía torácica para realizar revascularización directa del corazón; incluye la obtención del injerto venoso del lugar de donación";36.12
191;CBGB;Injerto de “bypass” de arteria coronaria con incisiones en el tórax y en el lugar de donación del injerto;"Cirugía torácica para realizar revascularización directa del corazón; incluye la obtención del injerto venoso del lugar de donación";36.13
192;CBGB;Injerto de “bypass” de arteria coronaria con incisiones en el tórax y en el lugar de donación del injerto;"Cirugía torácica para realizar revascularización directa del corazón; incluye la obtención del injerto venoso del lugar de donación";36.14
193;CBGB;Injerto de “bypass” de arteria coronaria con incisiones en el tórax y en el lugar de donación del injerto;"Cirugía torácica para realizar revascularización directa del corazón; incluye la obtención del injerto venoso del lugar de donación";36.19
194;CBGC;Injerto de “bypass” de arteria coronaria con incisión sólo en el tórax;Cirugía torácica para realizar revascularización directa del corazón usando, por ejemplo, la arteria mamaria interna;36.15
195;CBGC;Injerto de “bypass” de arteria coronaria con incisión sólo en el tórax;Cirugía torácica para realizar revascularización directa del corazón usando, por ejemplo, la arteria mamaria interna;36.16
196;CBGC;Injerto de “bypass” de arteria coronaria con incisión sólo en el tórax;Cirugía torácica para realizar revascularización directa del corazón usando, por ejemplo, la arteria mamaria interna;36.17
197;CBGC;Injerto de “bypass” de arteria coronaria con incisión sólo en el tórax;Cirugía torácica para realizar revascularización directa del corazón usando, por ejemplo, la arteria mamaria interna;36.2
198;CHOL;Cirugía de la vesícula biliar;Colecistectomía y colecistotomía;51.03
199;CHOL;Cirugía de la vesícula biliar;Colecistectomía y colecistotomía;51.04
200;CHOL;Cirugía de la vesícula biliar;Colecistectomía y colecistotomía;51.13
201;CHOL;Cirugía de la vesícula biliar;Colecistectomía y colecistotomía;51.21
202;CHOL;Cirugía de la vesícula biliar;Colecistectomía y colecistotomía;51.22
203;CHOL;Cirugía de la vesícula biliar;Colecistectomía y colecistotomía;51.23
204;CHOL;Cirugía de la vesícula biliar;Colecistectomía y colecistotomía;51.24
205;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";17.31
206;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";17.32
207;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";17.33
208;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";17.34
209;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";17.35
210;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";17.36
211;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";17.39
212;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.03
213;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.26
214;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.41
215;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.49
216;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.52
217;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.71
218;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.72
219;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.73
220;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.74
221;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.75
222;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.76
223;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.79
224;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.81
225;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.82
226;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.83
227;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.92
228;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.93
229;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.94
230;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";45.95
231;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.03
232;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.04
233;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.10
234;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.11
235;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.13
236;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.14
237;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.43
238;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.52
239;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.75
240;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.76
241;COLO;Cirugía del colon;"Incisión, resección, o anastomosis del intestino grueso; incluye anastomosis entre el intestino delgado y grueso. No se incluye la cirugía rectal";46.94
242;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.12
243;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.14
244;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.21
245;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.22
246;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.23
247;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.24
248;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.25
249;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.28
250;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.31
251;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.32
252;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.39
253;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.41
254;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.42
255;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.51
256;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.52
257;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.53
258;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;01.59
259;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;02.11
260;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;02.12
261;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;02.13
262;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;02.14
263;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;02.91
264;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;02.92
265;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;02.93
266;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.51
267;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.52
268;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.53
269;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.54
270;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.59
271;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.61
272;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.62
273;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.63
274;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.64
275;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.65
276;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.68
277;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.69
278;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.71
279;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.72
280;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;07.79
281;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.01
282;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.11
283;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.31
284;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.41
285;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.51
286;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.61
287;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;38.81
288;CRAN;Craneotomía;Incisión a través del cráneo para extirpar, reparar o explorar el cerebro. No incluye la colocación de válvulas de derivación de líquido;39.28
289;CSEC;Cesárea;Parto por cesárea;74.0
290;CSEC;Cesárea;Parto por cesárea;74.1
291;CSEC;Cesárea;Parto por cesárea;74.2
292;CSEC;Cesárea;Parto por cesárea;74.4
293;CSEC;Cesárea;Parto por cesárea;74.91
294;CSEC;Cesárea;Parto por cesárea;74.99
295;FUSN;Fusión vertebral;Inmovilización de la columna vertebral;81.00
296;FUSN;Fusión vertebral;Inmovilización de la columna vertebral;81.01
297;FUSN;Fusión vertebral;Inmovilización de la columna vertebral;81.02
298;FUSN;Fusión vertebral;Inmovilización de la columna vertebral;81.03
299;FUSN;Fusión vertebral;Inmovilización de la columna vertebral;81.04
300;FUSN;Fusión vertebral;Inmovilización de la columna vertebral;81.05
301;FUSN;Fusión vertebral;Inmovilización de la columna vertebral;81.06
302;FUSN;Fusión vertebral;Inmovilización de la columna vertebral;81.07
303;FUSN;Fusión vertebral;Inmovilización de la columna vertebral;81.08
304;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.21
305;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.22
306;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.25
307;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.26
308;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.31
309;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.32
310;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.35
311;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.36
312;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.51
313;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.52
314;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.55
315;FX;Reducción abierta de fractura;"Reducción abierta de fractura o dislocación de los huesos largos que requiere fijación interna o externa; no incluye la colocación conjunta de prótesis";79.56
316;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.0
317;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.42
318;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.49
319;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.5
320;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.6
321;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.7
322;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.81
323;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.89
324;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.91
325;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";43.99
326;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.15
327;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.21
328;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.29
329;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.31
330;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.38
331;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.39
332;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.40
333;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.41
334;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.42
335;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.49
336;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.5
337;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.61
338;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.62
339;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.63
340;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.64
341;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.65
342;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.68
343;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.69
344;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.95
345;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.96
346;GAST;Cirugía gástrica;"Incisión o escisión del estómago; incluye la gastrectomía subtotal o total.No incluye la vagotomía y la funduplicatura";44.97
